Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1713823043,1,POST,/,1.000000,0.000000,4,4,4,5,6,6,6,6,6,6,6,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823043,1,,Aggregated,1.000000,0.000000,4,4,4,5,6,6,6,6,6,6,6,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823044,1,POST,/,1.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823044,1,,Aggregated,1.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823045,1,POST,/,1.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823045,1,,Aggregated,1.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,32,0,4,9.79180265625157,2.416511999967952,77.5798059999886,1533.0
1713823046,1,POST,/,0.900000,0.000000,4,4,4,4,41,41,41,41,41,41,41,33,0,4,10.728731606063189,2.416511999967952,77.5798059999886,1533.0
1713823046,1,,Aggregated,0.900000,0.000000,4,4,4,4,41,41,41,41,41,41,41,33,0,4,10.728731606063189,2.416511999967952,77.5798059999886,1533.0
1713823047,1,POST,/,0.800000,0.000000,4,4,8,8,41,41,41,41,41,41,41,35,0,4,10.402511142859794,2.1759260000067115,77.5798059999886,1533.0
1713823047,1,,Aggregated,0.800000,0.000000,4,4,8,8,41,41,41,41,41,41,41,35,0,4,10.402511142859794,2.1759260000067115,77.5798059999886,1533.0
1713823048,1,POST,/,0.700000,0.000000,4,8,41,41,66,66,66,66,66,66,66,36,0,4,11.933260416669434,2.1759260000067115,77.5798059999886,1533.0
1713823048,1,,Aggregated,0.700000,0.000000,4,8,41,41,66,66,66,66,66,66,66,36,0,4,11.933260416669434,2.1759260000067115,77.5798059999886,1533.0
1713823049,1,POST,/,0.700000,0.000000,8,8,41,41,66,66,66,66,66,66,66,36,0,4,11.933260416669434,2.1759260000067115,77.5798059999886,1533.0
1713823049,1,,Aggregated,0.700000,0.000000,8,8,41,41,66,66,66,66,66,66,66,36,0,4,11.933260416669434,2.1759260000067115,77.5798059999886,1533.0
